Time (s),"Main pump (l/min)",Pipe velocity (m/s),Bottom hole pressure (bar),Choke pressure (bar),Choke flow (l/min),Pump pressure (bar),Bit flow (l/min),Flow bottom annulus (l/min),Pressure bottom annulus (bar),Bit velocity (m/s),Rig heave (m)
324.9,3367.697464,-0.120271619,937.1977279,0.962224836,3114.139234,215.4191664,2515.846939,1872.023047,936.3298657,-0.330886121,-1.582008087
325,3372.774159,-0.112611592,936.9839966,0.987925747,3083.741304,216.2737986,2519.424538,1868.285698,936.1161858,-0.334645556,-1.593652248
325.1,3372.774159,-0.102967888,936.9050776,0.994599734,3075.627013,217.0900035,2521.889086,1867.61237,936.0372886,-0.336258233,-1.604431222
325.2,3372.774159,-0.093324185,936.9774008,0.996108904,3067.923415,217.8235485,2522.428103,1873.818686,936.1095598,-0.333345588,-1.614245826
325.3,3372.774159,-0.083680481,937.1387953,1.033380469,3081.96383,218.5619468,2520.77418,1888.980291,936.2708077,-0.324703434,-1.623096059
325.4,3372.774159,-0.074036777,937.3221651,1.074241775,3152.307644,219.3269597,2518.570848,1912.919398,936.4539386,-0.311267819,-1.630981922
325.5,3372.774159,-0.064393073,937.4338762,1.046689389,3233.898699,220.0807922,2515.759594,1944.938043,936.5653455,-0.29336738,-1.637903414
325.6,3372.774159,-0.05474937,937.6550791,1.001573961,3259.316528,220.8198675,2510.281659,1976.862131,936.7862336,-0.274145027,-1.643860537
325.7,3372.774159,-0.045105666,937.8570936,1.010042662,3262.70781,221.5162879,2505.442642,2009.941945,936.9879268,-0.254657065,-1.648853288
325.8,3372.774159,-0.035461962,938.0989988,1.005499197,3277.314794,222.1616894,2499.798969,2044.170037,937.229505,-0.234165416,-1.65288167
325.9,3372.774159,-0.025818259,938.3779663,0.981844897,3266.710039,222.7801318,2493.193621,2077.547969,937.5081458,-0.213616455,-1.655945681
326,3372.774159,-0.016174555,938.5037784,1.008476285,3256.288265,223.3707035,2489.0169,2117.702557,937.6335739,-0.190832872,-1.658045322
326.1,3372.774159,-0.006317228,938.4292969,1.022377858,3281.765596,223.9795439,2486.256314,2170.426267,937.5586158,-0.162317336,-1.659169911
326.2,3372.774159,0.003540099,938.4452289,0.985159762,3287.835932,224.6358028,2481.740654,2224.026657,937.5740732,-0.132449239,-1.659308767
326.3,3372.774159,0.013397425,938.5499058,0.978558427,3259.974015,225.26327,2477.681543,2278.841886,937.6782625,-0.102191428,-1.658461891
326.4,3372.774159,0.023254752,938.5328042,0.994139232,3245.208182,225.8614135,2475.860198,2337.569948,937.660647,-0.071072734,-1.656629282
326.5,3372.774159,0.033112079,938.4816185,0.972888532,3228.670027,226.4772899,2474.992568,2398.055663,937.6089523,-0.039540866,-1.65381094
326.6,3372.774159,0.042969406,938.4134048,0.948208814,3177.301683,227.0815349,2475.823944,2458.30426,937.5402378,-0.009004047,-1.650006866
326.7,3372.774159,0.052826733,938.2411826,0.964396023,3119.330674,227.7044591,2477.264539,2514.065571,937.3675609,0.01891348,-1.645217059
326.8,3372.774159,0.062684059,938.0349194,1.00298494,3099.408958,228.3838608,2479.383138,2559.976427,937.1609252,0.041420024,-1.63944152
326.9,3372.774159,0.072541386,937.8585221,1.020555093,3117.348982,229.0514951,2483.163739,2600.279165,936.9842158,0.060190169,-1.632680247
327,3372.774159,0.082398713,937.7363073,1.010386941,3138.13437,229.6885455,2488.314187,2636.225129,936.861725,0.076017181,-1.624933242
327.1,3387.496743,0.090638586,937.4693274,0.985665123,3137.558749,230.4803094,2495.469066,2666.128533,936.594524,0.087708533,-1.616281378
327.2,3402.219327,0.098878458,937.2233776,0.94455203,3095.218539,231.4029127,2503.965536,2690.176088,936.3484107,0.09570084,-1.606805525
327.3,3416.941911,0.107118331,937.2138959,0.939512387,3016.476897,232.3157559,2509.091164,2702.072221,936.3388583,0.099180465,-1.596505686
327.4,3431.664495,0.115358204,937.3684014,0.993226493,2973.683856,233.2655584,2513.435659,2705.705796,936.4933481,0.098815096,-1.585381859
327.5,3446.38708,0.123598077,937.5104606,0.992886489,2975.657274,234.2453483,2520.415065,2697.09693,936.6354966,0.090803677,-1.573434045
327.6,3461.109664,0.131837949,937.5410955,0.93670134,2930.638591,235.2279219,2528.743178,2675.294129,936.666324,0.075318229,-1.560662244
327.7,3475.832248,0.140077822,937.3199931,0.954171811,2854.307308,236.2430644,2539.686042,2653.624622,936.4454202,0.058557464,-1.547066455
327.8,3490.554832,0.148317695,937.1443443,0.99195344,2827.165129,237.3117452,2552.0279,2633.298264,936.2699776,0.041767999,-1.532646679
327.9,3505.277416,0.156557567,937.2148654,0.955234683,2800.558544,238.4071383,2559.686226,2608.017863,936.3407336,0.024839507,-1.517402916
328,3520,0.16479744,937.3565659,0.917604886,2718.306433,239.4709283,2566.280754,2579.446851,936.4826828,0.006766569,-1.501335166
328.1,3520,0.167574581,937.3273122,0.911613679,2612.254976,240.2778329,2576.141087,2558.962732,936.45362,-0.008828624,-1.484716565
328.2,3520,0.170351722,937.2949647,0.918348241,2505.29512,240.8630005,2583.603838,2562.193384,936.4212721,-0.011003664,-1.46782025
328.3,3520,0.173128863,937.3334417,0.954409093,2425.769586,241.4759806,2588.369791,2588.576448,936.4595526,0.000106209,-1.450646221
328.4,3520,0.175906004,937.4924795,0.954142715,2377.70485,242.1011077,2590.67406,2622.935246,936.6183205,0.016580277,-1.433194477
328.5,3520,0.178683145,937.7220685,0.902385222,2289.444247,242.6822589,2589.92658,2660.461788,936.8476039,0.036250785,-1.41546502
328.6,3520,0.181460286,937.9770109,0.904682312,2163.163991,243.2151609,2589.32695,2696.30704,937.102259,0.054981226,-1.397457848
328.7,3520,0.184237427,938.0900997,0.929468682,2065.37262,243.7505147,2591.051387,2734.916023,937.2150356,0.073937628,-1.379172963
328.8,3520,0.187014568,938.0602637,0.909823879,1968.5172,244.31706,2592.542854,2779.444185,937.1848521,0.096055858,-1.360610363
328.9,3520,0.189791709,938.1571733,0.925058892,1860.570482,244.8613042,2593.057507,2828.234262,937.2813847,0.120866474,-1.341770049
329,3520,0.19256885,938.2627953,0.95164557,1790.777489,245.3804988,2593.787861,2876.768933,937.3866256,0.145434971,-1.322652021
329.1,3520,0.19006637,938.3112117,0.901683846,1706.414262,245.831089,2594.475083,2922.867866,937.4346884,0.168773814,-1.30352026
329.2,3520,0.187563891,938.4564492,0.88546075,1564.278132,246.1679762,2595.537177,2966.906341,937.579593,0.190861046,-1.284638747
329.3,3520,0.185061411,938.6146261,0.964058418,1468.135028,246.5209111,2597.47182,3006.943223,937.7374668,0.210443268,-1.266007482
329.4,3520,0.182558932,938.7481459,0.995095652,1454.046991,246.9336201,2599.961806,3045.798971,937.8707032,0.229133046,-1.247626465
329.5,3520,0.180056452,939.0758692,0.953377693,1423.843377,247.3015362,2602.308684,3074.970728,938.1982142,0.242919394,-1.229495695
329.6,3520,0.177553973,939.4351726,0.950829207,1358.058704,247.6255927,2604.653066,3091.061317,938.5574021,0.249984104,-1.211615174
329.7,3520,0.175051493,939.8188537,0.985038623,1319.148595,247.9662693,2607.750854,3097.364947,938.9410462,0.251631711,-1.193984901
329.8,3520,0.172549014,940.185672,0.984150595,1305.551987,248.297702,2612.588867,3103.052643,939.3078303,0.252068396,-1.176604875
329.9,3520,0.170046534,940.4462315,0.948355275,1265.012644,248.6061316,2617.667437,3116.726796,939.5683008,0.256486,-1.159475098
330,3520,0.167544055,940.7501553,0.940255055,1190.498978,248.893955,2621.541772,3133.455136,939.8721118,0.263092173,-1.142595568
330.1,3520,0.16107423,941.1047772,0.989014509,1143.444511,249.1177609,2624.072207,3153.321978,940.2265925,0.272002027,-1.126164654
330.2,3520,0.154604405,941.4351242,1.019058342,1155.283678,249.2929287,2625.954818,3173.3075,940.5567922,0.281305816,-1.110380723
330.3,3520,0.148134579,941.6322789,0.987995531,1162.34279,249.44436,2628.460243,3194.945829,940.7537916,0.291138959,-1.095243773
330.4,3520,0.141664754,941.8664138,0.994379088,1142.413032,249.5467821,2630.104387,3227.375152,940.9876909,0.306960659,-1.080753807
330.5,3520,0.135194929,942.0720523,1.063715964,1176.973213,249.6392235,2631.552744,3261.823592,941.1930719,0.323920684,-1.066910822
330.6,3520,0.128725104,942.0644656,1.076916229,1273.498835,249.7430496,2634.895919,3289.737456,941.1852819,0.336548516,-1.053714821
330.7,3520,0.122255279,941.9786253,1.025832153,1337.139373,249.8261292,2640.402989,3306.558747,941.0993335,0.342363334,-1.041165802
330.8,3520,0.115785453,941.8496919,1.025477959,1359.955169,249.8915936,2647.114818,3311.77038,940.970379,0.341592325,-1.029263765
330.9,3520,0.109315628,941.7679969,1.073041599,1420.880599,249.9769522,2654.688531,3310.867457,940.8887112,0.337235852,-1.018008711
331,3520,0.102845803,941.8002029,1.073670062,1517.808437,250.0915895,2662.89112,3305.761208,940.9209816,0.330395923,-1.007400639
331.1,3520,0.094453342,941.8467871,1.043390945,1588.20098,250.178059,2670.93143,3293.676569,940.9676769,0.32005293,-0.997535682
331.2,3520,0.086060882,941.8383067,1.044868449,1639.613804,250.2176426,2680.787611,3273.012528,940.9593723,0.304367402,-0.988509971
331.3,3520,0.077668421,941.7107754,1.033986888,1692.51499,250.2573979,2692.735537,3244.640723,940.8320805,0.283645525,-0.980323506
331.4,3520,0.069275961,941.6141352,1.005581597,1713.783953,250.2889478,2704.127636,3210.185374,940.735732,0.26008274,-0.972976287
331.5,3520,0.0608835,941.5839157,1.042292959,1735.828206,250.3160714,2715.469782,3170.225661,940.7058432,0.23371672,-0.966468314
331.6,3520,0.052491039,941.5479968,1.08192131,1819.215952,250.3825668,2727.500701,3128.074309,940.6702754,0.205870345,-0.960799587
331.7,3520,0.044098579,941.4900768,1.044097569,1901.243271,250.4588849,2739.588922,3080.659608,940.6127476,0.175289481,-0.955970106
331.8,3520,0.035706118,941.5077496,1.028226406,1938.563769,250.5239664,2750.866188,3030.326485,940.6308385,0.143625508,-0.951979871
331.9,3520,0.027313658,941.4906204,1.040946305,1983.942222,250.6218623,2762.494915,2984.273869,940.6140929,0.113980824,-0.948828882
332,3520,0.018921197,941.4296553,1.010459845,2017.707216,250.7339212,2773.113701,2947.923487,940.5534403,0.089841543,-0.946517139
332.1,3520,0.011871529,941.4054347,1.016496438,2026.750582,250.8688143,2782.539612,2921.383332,940.529455,0.071357184,-0.944977503
332.2,3520,0.004821861,941.3202628,1.042924482,2068.130475,251.0705551,2792.005431,2897.927815,940.4444901,0.05443763,-0.944142834
332.3,3520,-0.002227807,941.2270181,1.01177305,2104.083603,251.2803964,2800.502134,2876.023403,940.3514425,0.038813315,-0.944013131
332.4,3520,-0.009277475,941.199303,1.034146105,2121.740068,251.4989943,2809.097662,2852.294036,940.3239404,0.022200295,-0.944588395
332.5,3520,-0.016327143,941.2017117,1.090353064,2204.24622,251.8037966,2818.30619,2827.820728,940.3265743,0.004889891,-0.945868626
332.6,3520,-0.02337681,941.325178,1.051168336,2299.162515,252.1624399,2825.52605,2808.878953,940.4502149,-0.00855559,-0.947853824
332.7,3520,-0.030426478,941.4308334,1.024415948,2336.879571,252.5388412,2832.438378,2796.314182,940.5559876,-0.018565628,-0.950543988
332.8,3520,-0.037476146,941.4472057,1.042725649,2380.743856,252.9387694,2839.525985,2791.737693,940.572416,-0.02456026,-0.953939119
332.9,3520,-0.044525814,941.5512533,0.995915845,2410.722272,253.3000332,2844.217498,2790.677662,940.6764933,-0.027516203,-0.958039217
333,3520,-0.051575482,941.8139763,0.962312681,2377.158312,253.6091702,2847.600192,2789.930797,940.9392308,-0.029638544,-0.962844282
333.1,3520,-0.05584801,941.9717483,0.990455499,2345.817072,253.9296752,2851.725027,2790.407727,941.0970087,-0.031513343,-0.968215457
333.2,3520,-0.060120538,942.1106138,1.013567036,2349.414945,254.2505002,2854.701505,2792.239606,941.2358703,-0.032101597,-0.974013884
333.3,3520,-0.064393066,942.330968,1.035316458,2379.942147,254.5357876,2856.283404,2793.504655,941.4562202,-0.032264439,-0.980239564
333.4,3520,-0.068665594,942.6038417,1.021248975,2420.154794,254.7577111,2856.514604,2797.782536,941.7290611,-0.030184693,-0.986892497
333.5,3520,-0.072938122,942.9166865,1.010998238,2431.80833,254.8973394,2855.075867,2806.895248,942.0418332,-0.024761892,-0.993972683
333.6,3520,-0.07721065,943.2313236,1.095951512,2491.400836,255.0520067,2853.696998,2817.883538,942.3563732,-0.018405929,-1.001480122
333.7,3520,-0.081483178,943.3532842,1.123931112,2641.813441,255.2728709,2854.316358,2829.959414,942.4782345,-0.01251798,-1.009414813
333.8,3520,-0.085755706,943.5190474,1.050888875,2749.518709,255.4890501,2854.672497,2842.044604,942.6439081,-0.006489965,-1.017776757
333.9,3520,-0.090028234,943.7887525,1.049547103,2801.773155,255.6883382,2853.81137,2851.359339,942.9135391,-0.001260194,-1.026565954
334,3520,-0.094300762,944.0380713,1.052427241,2872.038974,255.8707415,2853.003527,2855.010399,943.1628236,0.001031409,-1.035782404
334.1,3520,-0.095399411,944.2289388,1.017631374,2911.022319,256.0473546,2853.571441,2856.21049,943.35368,0.00135631,-1.045267413
334.2,3520,-0.09649806,944.2707169,1.065071506,2954.481138,256.291317,2856.455952,2859.336866,943.3954372,0.001480614,-1.054862286
334.3,3520,-0.09759671,944.3814108,1.083025454,3056.751723,256.5877522,2858.208338,2861.692369,943.5061255,0.001790579,-1.064567025
334.4,3520,-0.098695359,944.6758558,1.043030067,3130.483192,256.8784092,2857.521826,2859.489731,943.800587,0.001011383,-1.074381628
334.5,3520,-0.099794008,944.887857,1.086817448,3202.728066,257.1905199,2857.83953,2857.983873,944.0125982,7.42E-05,-1.084306097
334.6,3520,-0.100892657,945.0104483,1.096873637,3327.693819,257.5426343,2859.671257,2859.758806,944.1351781,4.50E-05,-1.09434043
334.7,3520,-0.101991306,945.0492958,1.044157059,3410.532493,257.9143617,2861.891451,2861.944552,944.1740119,2.73E-05,-1.104484628
334.8,3520,-0.103089956,945.0071349,1.08400592,3480.220069,258.3092922,2864.635781,2864.667988,944.1318342,1.66E-05,-1.114738691
334.9,3520,-0.104188605,944.9754446,1.099219264,3605.223887,258.7097799,2867.015739,2867.035273,944.1001375,1.00E-05,-1.125102619
335,3520,-0.105287254,945.0651908,1.03004631,3684.382463,259.0790092,2868.047302,2868.059151,944.1898802,6.09E-06,-1.135576412
335.1,3520,-0.104646375,945.0925984,1.041114527,3716.757234,259.4248125,2870.160947,2869.621793,944.2172747,-0.000277092,-1.146073093
335.2,3520,-0.104005496,945.0030076,1.082150878,3798.090455,259.7607029,2874.337214,2864.287844,944.1277364,-0.005164762,-1.156505687
335.3,3520,-0.103364617,944.811861,1.054263198,3886.609788,260.0980241,2879.455063,2853.911916,943.9366871,-0.013127616,-1.166874193
335.4,3520,-0.102723738,944.6799475,1.029675219,3934.160037,260.4419867,2883.977304,2842.246864,943.8048796,-0.021446895,-1.17717861
335.5,3520,-0.102082859,944.5304691,1.036138965,3972.855191,260.7797824,2889.395508,2824.677129,943.6555542,-0.03326129,-1.18741894
335.6,3520,-0.10144198,944.2665986,1.045245282,4023.939836,261.1294486,2895.995944,2804.780449,943.3918587,-0.046879188,-1.197595182
335.7,3520,-0.100801101,943.8941758,1.027384844,4072.388587,261.4931789,2904.197631,2785.244642,943.0196158,-0.061134564,-1.207707336
335.8,3520,-0.100160222,943.5759335,0.996922942,4084.811759,261.8677331,2911.465683,2767.390981,942.7015399,-0.074045589,-1.217755402
335.9,3520,-0.099519343,943.3001911,1.006501844,4083.992116,262.2894496,2918.074016,2748.695285,942.425966,-0.087050313,-1.227739381
336,3520,-0.098878464,942.9776807,0.985616362,4087.235535,262.7360105,2924.971329,2733.03758,942.1036032,-0.098642213,-1.237659271
336.1,3520,-0.096894791,942.627967,0.930670492,4031.408135,263.1804531,2931.876949,2719.23613,941.7540225,-0.109284381,-1.247447934
336.2,3520,-0.094911118,942.3530691,0.97603557,3963.003268,263.6704031,2937.633365,2706.52448,941.4792491,-0.118775838,-1.257038229
336.3,3520,-0.092927446,942.1461627,1.025866199,3974.667763,264.205536,2942.689014,2694.092552,941.2724567,-0.127763383,-1.266430157
336.4,3520,-0.090943773,941.815881,0.971230711,3978.395958,264.7489351,2948.415809,2685.62726,940.9422595,-0.135057249,-1.275623718
336.5,3520,-0.0889601,941.5493073,0.949160454,3920.777023,265.2988391,2952.949444,2681.984485,940.6757358,-0.139259424,-1.284618912
336.6,3520,-0.086976427,941.4750141,0.965183095,3870.346152,265.8455874,2955.209579,2678.969655,940.6014809,-0.141970433,-1.293415738
336.7,3520,-0.084992754,941.430957,0.959710123,3823.433328,266.3924208,2957.158709,2675.952446,940.5574495,-0.144522827,-1.302014197
336.8,3520,-0.083009082,941.2154794,0.98734785,3788.340343,266.9595642,2960.822926,2675.869397,940.341976,-0.146448693,-1.310414289
336.9,3520,-0.081025409,940.9389658,0.974304731,3774.391787,267.5232895,2964.621698,2678.109414,940.0654574,-0.147249798,-1.318616014
337,3520,-0.079041736,940.7417701,0.918310091,3704.542177,268.0621038,2967.320958,2679.972613,939.8682577,-0.147679482,-1.326619371
337.1,3520,-0.076874954,940.613185,0.947041054,3613.678375,268.5836783,2969.643905,2679.414031,939.7396884,-0.149160412,-1.334415206
337.2,3520,-0.074708172,940.5249413,0.965258997,3568.957891,269.0788125,2971.704895,2678.604839,939.651457,-0.15063551,-1.341994362
337.3,3520,-0.072541391,940.4635285,0.931853934,3503.49732,269.5625954,2974.006931,2678.261958,939.590054,-0.151994836,-1.34935684
337.4,3520,-0.070374609,940.3955182,0.967390435,3434.989026,270.0535057,2977.029453,2674.788917,939.5220809,-0.155333158,-1.35650264
337.5,3520,-0.068207827,940.3157068,0.977470788,3411.675651,270.5354684,2979.659023,2673.184938,939.4422901,-0.157508943,-1.363431762
337.6,3520,-0.066041045,940.2540782,0.929242656,3351.729278,271.005791,2981.981419,2677.0243,939.3806369,-0.156729315,-1.370144205
337.7,3520,-0.063874263,940.1451828,0.969828952,3279.558032,271.4602134,2984.658745,2682.231599,939.2717061,-0.155429064,-1.376639971
337.8,3520,-0.061707482,940.0085614,1.016414695,3279.796428,271.8882835,2986.718214,2691.203764,939.1350168,-0.151876361,-1.382919058
337.9,3520,-0.0595407,939.9276559,0.989913915,3285.633924,272.2982985,2988.124257,2704.51574,939.0540076,-0.145757439,-1.388981467
338,3520,-0.057373918,939.9140624,1.005076986,3275.802064,272.681993,2988.695589,2722.061378,939.0402781,-0.137033684,-1.394827198
338.1,3520,-0.055390246,940.0409503,1.024299622,3299.934636,273.0449667,2987.724725,2739.446986,939.1670266,-0.127599579,-1.400465406
338.2,3520,-0.053406575,940.2562757,0.995550376,3312.359089,273.411407,2985.845382,2757.957943,939.3821948,-0.117120211,-1.405905247
338.3,3520,-0.051422903,940.3599857,1.017268515,3312.792834,273.7621464,2985.112224,2777.100455,939.485743,-0.106905332,-1.411146721
338.4,3520,-0.049439232,940.443045,1.049743393,3359.994082,274.1007312,2984.515064,2797.54509,939.5686385,-0.096091136,-1.416189828
338.5,3520,-0.04745556,940.497437,1.011068958,3402.099124,274.4528397,2983.852923,2818.27608,939.6228578,-0.085096375,-1.421034568
338.6,3520,-0.045471889,940.4432601,0.995681079,3398.001,274.7859446,2983.778444,2840.764363,939.5684957,-0.073500494,-1.42568094
338.7,3520,-0.043488217,940.3388785,1.043446606,3419.977655,275.1080698,2984.023339,2864.950065,939.4639209,-0.061196383,-1.430128945
338.8,3520,-0.041504546,940.1924955,1.055926563,3488.407098,275.4622572,2984.461888,2888.689759,939.3173497,-0.049221019,-1.434378584
338.9,3520,-0.039520874,940.0231358,1.018828749,3535.428826,275.8113618,2985.333479,2912.128083,939.1478063,-0.037623098,-1.438429855
339,3520,-0.037537203,939.8373346,1.006859062,3546.475676,276.1404458,2987.101243,2935.239966,938.9618264,-0.026653526,-1.442282759
339.1,3520,-0.034699023,939.6267579,1.021649259,3563.903445,276.4935446,2989.475661,2957.019489,938.7510866,-0.016680488,-1.44589457
339.2,3520,-0.031860844,939.495873,1.024430881,3593.499459,276.860335,2991.45926,2975.679285,938.6200643,-0.008109943,-1.449222563
339.3,3520,-0.029022664,939.4115733,1.027881545,3624.658647,277.2323516,2993.579011,2991.517405,938.5356489,-0.001059539,-1.452266739
339.4,3520,-0.026184485,939.3778087,1.024982892,3659.764487,277.6047639,2996.144904,3001.523883,938.5018134,0.002764467,-1.455027096
339.5,3520,-0.023346305,939.1627543,0.9980012,3674.56516,277.9421314,3000.791528,3010.259414,938.2866936,0.004865914,-1.457503636
339.6,3520,-0.020508125,938.7668573,0.99919155,3667.326355,278.2749727,3007.464802,3020.00578,937.8907377,0.006445296,-1.459696357
339.7,3520,-0.017669946,938.4714628,1.031879215,3686.902504,278.6341154,3013.308117,3026.861023,937.5953117,0.006965365,-1.461605261
339.8,3520,-0.014831766,938.2077502,1.029507532,3729.487385,278.9793094,3018.220641,3031.682344,937.3315754,0.006918492,-1.463230346
339.9,3520,-0.011993587,937.9090233,1.002663863,3749.166482,279.3038512,3024.285101,3037.148919,937.0328224,0.006611216,-1.464571614
340,3520,-0.009155407,937.6615293,0.981817136,3739.221042,279.6128901,3030.420375,3041.955031,936.785309,0.005928108,-1.465629063
340.1,3520,-0.005157543,937.4530545,0.970958805,3707.76233,279.9175229,3035.756002,3046.147353,936.5768194,0.005340519,-1.466344711
340.2,3520,-0.001159679,937.2482536,0.99698378,3684.425662,280.2682734,3041.348949,3052.085571,936.3719878,0.005517967,-1.466660572
340.3,3520,0.002838184,937.0152939,1.01660593,3698.092895,280.6529895,3046.968159,3059.062056,936.1389901,0.006215524,-1.466576647
340.4,3520,0.006836048,936.8531969,0.97870812,3699.164646,281.0215325,3051.378519,3065.142063,935.9768602,0.00707362,-1.466092935
340.5,3520,0.010833912,936.7416432,0.949988475,3650.744419,281.384735,3055.526206,3070.168564,935.8652825,0.007525277,-1.465209437
340.6,3520,0.014831776,936.6210673,0.950314745,3589.677838,281.7480529,3059.904044,3074.364092,935.744684,0.007431581,-1.463926153
340.7,3520,0.01882964,936.4636438,0.934637336,3520.365761,282.1017186,3064.381322,3078.522046,935.5872401,0.007267467,-1.462243082
340.8,3520,0.022827503,936.4008512,0.934963493,3436.568064,282.4568672,3068.218169,3082.652374,935.5244303,0.007418299,-1.460160225
340.9,3520,0.026825367,936.3856874,0.950988142,3368.213932,282.7935044,3071.39642,3086.751362,935.5092476,0.007891501,-1.457677581
341,3520,0.030823231,936.4379899,0.93520541,3301.440512,283.1015743,3073.908363,3089.241519,935.5615383,0.007880305,-1.454795151
341.1,3520,0.034515913,936.5095677,0.921829828,3210.43617,283.4003036,3076.764315,3090.253295,935.6331157,0.006932511,-1.451528194
341.2,3520,0.038208595,936.5583998,0.939426677,3123.403488,283.6851331,3079.767713,3090.601519,935.6819531,0.005567914,-1.447891969
341.3,3520,0.041901277,936.6734869,0.956425131,3060.973247,283.9712542,3082.12295,3090.17451,935.7970542,0.00413801,-1.443886475
341.4,3520,0.045593959,936.8888963,0.956469045,3009.385047,284.260481,3083.804043,3088.201918,936.0124839,0.002260239,-1.439511713
341.5,3520,0.049286641,937.0449164,0.941350196,2947.484323,284.5134305,3085.956343,3086.14409,936.1685237,9.65E-05,-1.434767683
341.6,3520,0.052979323,937.128302,0.938660064,2870.554803,284.7558898,3088.357628,3088.471503,936.2518985,5.85E-05,-1.429654385
341.7,3520,0.056672005,937.2466626,0.964374925,2809.867052,285.0238656,3090.492281,3090.56135,936.3702496,3.55E-05,-1.424171819
341.8,3520,0.060364687,937.3987558,0.972397337,2774.995963,285.2808604,3091.853507,3091.895399,936.5223366,2.15E-05,-1.418319984
341.9,3520,0.064057369,937.5592758,0.96060858,2732.948647,285.5301599,3092.996122,3093.021531,936.6828526,1.31E-05,-1.412098881
342,3520,0.067750051,937.7902866,0.975861553,2691.095612,285.7960912,3093.880138,3093.895549,936.9138617,7.92E-06,-1.40550851
342.1,3520,0.070771338,938.0607974,0.984042719,2670.878667,286.0484073,3094.304282,3094.313629,937.1843704,4.80E-06,-1.398582441
342.2,3520,0.073792625,938.2881499,0.951139921,2633.082287,286.2869134,3095.220613,3095.226283,937.4117155,2.91E-06,-1.391354243
342.3,3520,0.076813912,938.4819671,0.94712722,2563.549026,286.5323033,3096.395141,3096.39858,937.6055285,1.77E-06,-1.383823916
342.4,3520,0.079835199,938.804239,1.000394673,2528.968827,286.7841619,3095.984123,3095.986209,937.9278066,1.07E-06,-1.37599146
342.5,3520,0.082856486,939.1812433,1.01972751,2549.556789,287.0567774,3095.09316,3094.671494,938.3048182,-0.000216711,-1.367856876
342.6,3520,0.085877773,939.4185595,0.971440378,2547.403366,287.3213925,3095.807425,3094.442084,938.5421306,-0.000701702,-1.359420163
342.7,3520,0.08889906,939.5037337,0.948103334,2490.972829,287.5377032,3097.456952,3096.922873,938.6272909,-0.000274484,-1.350681322
342.8,3520,0.091920347,939.7402324,0.980577158,2444.782195,287.7427665,3097.520449,3097.392487,938.8637912,-6.58E-05,-1.341640351
342.9,3520,0.094941634,939.9669727,0.998550011,2435.955451,287.954488,3097.592359,3096.939325,939.0905297,-0.00033562,-1.332297252
343,3520,0.097962921,940.0311637,0.993134088,2431.017137,288.1466834,3099.20918,3098.096146,939.154717,-0.000572031,-1.322652024
343.1,3520,0.0986038,940.1195742,0.995973573,2423.430104,288.3102407,3100.715853,3099.892907,939.2431159,-0.000422944,-1.312823688
343.2,3520,0.099244678,940.1618612,1.003247938,2422.376459,288.4531136,3102.259602,3101.82666,939.2853879,-0.000222506,-1.302931265
343.3,3520,0.099885557,940.0818271,1.026522464,2438.4663,288.6078725,3105.08578,3104.95028,939.2053371,-6.96E-05,-1.292974753
343.4,3520,0.100526435,940.0404186,1.048312245,2487.60586,288.7852598,3107.574014,3107.491829,939.1639186,-4.22E-05,-1.282954153
343.5,3520,0.101167314,940.0296077,1.025972436,2537.300493,288.9527544,3109.586265,3109.536418,939.1530952,-2.56E-05,-1.272869466
343.6,3520,0.101808193,939.9803939,0.99791874,2549.400206,289.1030302,3112.351465,3112.321231,939.1038692,-1.55E-05,-1.26272069
343.7,3520,0.102449071,939.9807947,0.991820337,2542.427979,289.2556941,3114.998283,3114.979945,939.1042584,-9.42E-06,-1.252507827
343.8,3520,0.10308995,939.9647313,0.982819164,2526.887088,289.3925859,3117.413786,3117.402664,939.08818,-5.72E-06,-1.242230876
343.9,3520,0.103730828,939.868165,0.991687505,2508.465379,289.5236934,3120.834943,3120.828197,938.991597,-3.47E-06,-1.231889837
344,3520,0.104371707,939.8330832,0.998817123,2506.439521,289.6788502,3123.66357,3123.659478,938.9565046,-2.10E-06,-1.22148471
344.1,3520,0.103456167,939.8226103,0.968034529,2487.617217,289.8196367,3125.995659,3125.993177,938.946017,-1.28E-06,-1.211093317
344.2,3520,0.102540626,939.7223222,0.973209399,2444.180481,289.9425961,3129.376166,3129.64425,938.8457101,0.000137779,-1.200793477
344.3,3520,0.101625086,939.7314188,1.016268944,2439.314183,290.0966553,3131.960751,3132.662914,938.8547957,0.000360869,-1.190585192
344.4,3520,0.100709546,939.7510824,1.009902598,2461.01667,290.2676989,3134.164279,3134.352914,938.8744497,9.69E-05,-1.18046846
344.5,3520,0.099794005,939.7466733,0.995244147,2460.660555,290.4446626,3136.941008,3137.055421,938.8700269,5.88E-05,-1.170443282
344.6,3520,0.098878465,939.732138,1.002055794,2460.197102,290.6385672,3139.769412,3141.244758,938.855467,0.000758237,-1.160509659
344.7,3520,0.097962925,939.6994833,0.972213946,2448.409686,290.8259172,3141.69279,3151.579499,938.8227395,0.005081164,-1.150667589
344.8,3520,0.097047385,939.7421707,0.94733183,2394.359117,290.9978153,3142.888951,3167.12384,938.8653147,0.012455252,-1.140917074
