Seq;Md;Inc;Azi;Tvd
1495;7334;89.95;304.52;1571.67
1496;7337;89.97;304.58;1571.67
1497;7340;90;304.64;1571.67
1498;7345.7;90.15;304.75;1571.67
1499;7349;90.13;304.81;1571.66
1500;7355;90.16;304.92;1571.64
1501;7358;90.16;304.97;1571.64
1502;7361;90.16;305.02;1571.63
1503;7364;90.13;305.08;1571.62
1504;7367;90.15;305.13;1571.61
1505;7370;90.2;305.19;1571.6
1506;7373;90.16;305.24;1571.59
1507;7376;90.1;305.16;1571.59
1508;7379;90.15;305.09;1571.58
1509;7382;90.13;305.01;1571.57
1510;7385;90.11;304.93;1571.57
1511;7388;90.09;304.86;1571.56
1512;7391;90.16;304.78;1571.55
1513;7394;90.17;304.7;1571.55
1514;7400.3;90.22;304.54;1571.52
1515;7404;90.21;304.48;1571.51
1516;7407;90.2;304.43;1571.5
1517;7410;90.16;304.38;1571.49
1518;7413;90.22;304.33;1571.48
1519;7416;90.19;304.28;1571.47
1520;7419;90.23;304.23;1571.46
1521;7422;90.2;304.18;1571.45
1522;7425.3;90.13;304.12;1571.44
1523;7429;90.13;304.12;1571.43
1524;7432;90.12;304.12;1571.42
1525;7435;90.15;304.12;1571.42
1526;7438;90.23;304.12;1571.41
1527;7441;90.22;304.13;1571.39
1528;7444;90.18;304.13;1571.38
1529;7447;90.14;304.13;1571.38
1530;7452.8;90.06;304.13;1571.37
1531;7459;90.04;304.18;1571.36
1532;7462;90.03;304.2;1571.36
1533;7468;89.85;304.25;1571.36
1534;7471;89.84;304.27;1571.37
1535;7474;89.81;304.29;1571.38
1536;7477;89.82;304.32;1571.39
1537;7480;89.9;304.34;1571.4
1538;7483;89.85;304.36;1571.41
1539;7486;89.85;304.38;1571.41
1540;7489;89.82;304.41;1571.42
1541;7492;89.87;304.43;1571.43
1542;7495;89.8;304.45;1571.44
1543;7501.1;89.71;304.5;1571.46
1544;7505;89.79;304.57;1571.48
1545;7508.4;89.69;304.63;1571.5
1546;7512;89.84;304.68;1571.51
1547;7515;89.81;304.72;1571.52
1548;7518;89.77;304.76;1571.53
1549;7521;89.84;304.8;1571.54
1550;7524;89.82;304.84;1571.55
1551;7527;89.94;304.88;1571.56
1552;7530;89.99;304.91;1571.56
1553;7535.7;89.85;304.99;1571.57
1554;7539;90.03;304.96;1571.57
1555;7542;90.01;304.94;1571.57
1556;7545;90.03;304.91;1571.57
1557;7548;90;304.88;1571.57
1558;7554;90.07;304.83;1571.56
1559;7557;90.13;304.81;1571.56
1560;7562.2;90.04;304.76;1571.55
1561;7566;90.08;304.7;1571.55
1562;7569;90.07;304.64;1571.54
1563;7572;90.04;304.59;1571.54
1564;7578;89.96;304.49;1571.54
1565;7581;89.95;304.44;1571.54
1566;7584;89.95;304.39;1571.55
1567;7587;89.91;304.34;1571.55
1568;7590.3;89.9;304.28;1571.55
1569;7594;90.01;304.36;1571.56
1570;7597;89.98;304.43;1571.56
1571;7600;89.99;304.5;1571.56
1572;7603;90.03;304.56;1571.56
1573;7606;89.99;304.63;1571.56
1574;7609;90.15;304.7;1571.55
1575;7612;90.17;304.76;1571.55
1576;7617.6;90.1;304.89;1571.53
1577;7621;90.18;304.92;1571.52
1578;7624;90.19;304.95;1571.51
1579;7627;90.15;304.97;1571.51
1580;7630;90.15;305;1571.5
1581;7633;90.19;305.03;1571.49
1582;7636;90.2;305.05;1571.48
1583;7639;90.17;305.08;1571.47
1584;7644.9;90.02;305.13;1571.46
1585;7648;90.11;305.09;1571.46
1586;7663;90.11;304.9;1571.43
1587;7666;90.1;304.87;1571.42
1588;7669;89.94;304.83;1571.42
1589;7672.2;90.04;304.79;1571.42
1590;7676;90.06;304.8;1571.42
1591;7679;89.92;304.81;1571.42
1592;7682;89.93;304.83;1571.42
1593;7685;90.03;304.84;1571.42
1594;7688;89.94;304.85;1571.42
1595;7691;89.92;304.86;1571.43
1596;7694;89.9;304.87;1571.43
1597;7699.5;89.97;304.89;1571.44
1598;7703;89.99;304.94;1571.44
1599;7706;89.98;304.99;1571.44
1600;7709;89.89;305.03;1571.44
1601;7712;89.92;305.07;1571.45
1602;7715;89.87;305.12;1571.45
1603;7718;89.98;305.16;1571.46
1604;7721;89.86;305.21;1571.46
1605;7726.8;89.84;305.29;1571.48
1606;7730;89.92;305.33;1571.48
1607;7733;89.98;305.36;1571.49
1608;7736;89.94;305.4;1571.49
1609;7739;90.03;305.44;1571.49
1610;7742;89.91;305.47;1571.49
1611;7745;90.04;305.51;1571.49
1612;7748;89.93;305.55;1571.49
1613;7751;89.93;305.58;1571.5
1614;7754.1;89.94;305.62;1571.5
1615;7758;90.01;305.72;1571.5
1616;7761;90.1;305.79;1571.5
1617;7764;89.96;305.87;1571.5
1618;7767;89.97;305.94;1571.5
1619;7770;89.9;306.02;1571.5
1620;7773;89.95;306.09;1571.51
1621;7776;89.95;306.17;1571.51
1622;7781.3;89.81;306.3;1571.52
1623;7791;89.84;306.28;1571.55
1624;7794;90.09;306.28;1571.55
1625;7797;90.14;306.27;1571.55
1626;7800;90.21;306.27;1571.54
1627;7803;90.1;306.26;1571.53
1628;7808.7;90.06;306.25;1571.52
1629;7815;89.99;306.12;1571.52
1630;7818;89.92;306.06;1571.52
1631;7821;89.9;306;1571.52
1632;7824;89.82;305.94;1571.53
1633;7827;89.83;305.88;1571.54
1634;7830;90.04;305.81;1571.54
1635;7833;89.84;305.75;1571.55
1636;7836.1;90.11;305.69;1571.55
1637;7840;89.92;305.82;1571.55
1638;7843;89.58;305.93;1571.56
1639;7846;89.82;306.03;1571.58
1640;7849;89.93;306.13;1571.58
1641;7852;89.99;306.23;1571.59
1642;7855;90.13;306.33;1571.58
1643;7858;90.1;306.44;1571.58
1644;7863.4;90.1;306.62;1571.57
1645;7867;90.28;306.6;1571.56
1646;7870;90.09;306.58;1571.55
1647;7873;90.09;306.56;1571.54
1648;7876;90.13;306.54;1571.53
1649;7879;90.23;306.52;1571.53
1650;7882;89.95;306.5;1571.52
1651;7891;90.27;306.44;1571.5
1652;7894;90.31;306.42;1571.49
1653;7897;90.28;306.4;1571.47
1654;7900;90.24;306.38;1571.46
1655;7906;90.22;306.34;1571.44
1656;7909;90.18;306.32;1571.42
1657;7912;89.79;306.3;1571.43
1658;7915;89.57;306.28;1571.44
1659;7918;89.75;306.26;1571.46
1660;7921;89.88;306.43;1571.47
1661;7924;90.22;306.6;1571.47
1662;7927;90.28;306.77;1571.45
1663;7930;90.34;306.94;1571.44
1664;7933;90.51;307.11;1571.42
1665;7936;90.34;307.28;1571.39
1666;7939;90.65;307.45;1571.37
1667;7942;90.28;307.62;1571.34
1668;7945.3;90.34;307.81;1571.33
1669;7949;90.29;307.87;1571.3
1670;7952;90.21;307.91;1571.29
1671;7955;90.23;307.95;1571.28
1672;7958;90.26;308;1571.27
1673;7961;90.23;308.04;1571.25
1674;7964;90.29;308.09;1571.24
1675;7967;90.63;308.13;1571.22
1676;7972.8;89.93;308.22;1571.19
1677;7976;90.08;308.26;1571.19
1678;7979;89.97;308.29;1571.19
1679;7982;89.99;308.33;1571.19
1680;7985;89.96;308.36;1571.19
1681;7988;89.96;308.4;1571.19
1682;7991;89.96;308.43;1571.19
1683;7994;89.95;308.47;1571.2
1684;7997;89.96;308.5;1571.2
1685;8001.1;89.88;308.55;1571.2
1686;8005;89.94;308.55;1571.21
1687;8008;89.94;308.55;1571.21
1688;8013;89.94;308.55;1571.22
